  Time                 , V(C1:1)              , V(U1A:OUT)           
  2.887061331810e-05  ,-4.225877536381e-01  ,-3.008439380052e-01  
  2.945521567405e-05  ,-4.108957065189e-01  ,-2.992695893380e-01  
  3.007424567283e-05  ,-3.985151065434e-01  ,-2.475027081614e-01  
  3.075125907005e-05  ,-3.849748385990e-01  ,-1.703226454405e-01  
  3.151581976951e-05  ,-3.696836246098e-01  ,-1.036692843022e-01  
  3.214219306053e-05  ,-3.571561587895e-01  ,-1.073273615864e-01  
  3.273957465232e-05  ,-3.452085269535e-01  ,-1.570966797788e-01  
  3.340695593895e-05  ,-3.318609012211e-01  ,-2.300076329071e-01  
  3.416760657371e-05  ,-3.166478885258e-01  ,-2.922051539964e-01  
  3.473818991722e-05  ,-3.052362216557e-01  ,-2.897923939652e-01  
  3.533948157371e-05  ,-2.932103885258e-01  ,-2.438597521486e-01  
  3.601010535301e-05  ,-2.797979129398e-01  ,-1.741287690476e-01  
  3.677390311302e-05  ,-2.645219577397e-01  ,-1.128257632783e-01  
  3.738806937278e-05  ,-2.522386325443e-01  ,-1.149031208580e-01  
  3.798907492698e-05  ,-2.402185214604e-01  ,-1.593080368777e-01  
  3.865226004661e-05  ,-2.269548190678e-01  ,-2.252020687874e-01  
  3.941357825340e-05  ,-2.117284549320e-01  ,-2.831937730042e-01  
  3.998635504783e-05  ,-2.002729190434e-01  ,-2.822831376341e-01  
  4.059375021995e-05  ,-1.881250156010e-01  ,-2.410489277843e-01  
  4.126027319969e-05  ,-1.747945560063e-01  ,-1.780738957366e-01  
  4.202426169456e-05  ,-1.595147861088e-01  ,-1.212949538358e-01  
  4.262860510887e-05  ,-1.474279178227e-01  ,-1.218024149643e-01  
  4.323724005760e-05  ,-1.352552188480e-01  ,-1.615151825424e-01  
  4.389785025657e-05  ,-1.220430148686e-01  ,-2.211189698794e-01  
  4.465993140281e-05  ,-1.068013919438e-01  ,-2.750439051773e-01  
  4.523556922020e-05  ,-9.528863559610e-02  ,-2.752909617271e-01  
  4.584954474510e-05  ,-8.300912509805e-02  ,-2.381790694592e-01  
  4.651330206932e-05  ,-6.973397861367e-02  ,-1.812333639848e-01  
  4.727757666648e-05  ,-5.444848667031e-02  ,-1.288785900918e-01  
  4.787247870506e-05  ,-4.255044589883e-02  ,-1.283279427227e-01  
  4.848979209007e-05  ,-3.020417819863e-02  ,-1.640453420037e-01  
  4.915087912620e-05  ,-1.698243747598e-02  ,-2.181398553951e-01  
  4.991372321189e-05  ,-1.725555762111e-03  ,-2.678461834501e-01  
  5.049231741966e-05  ,9.846328393162e-03  ,-2.686641851319e-01  
  5.111430380882e-05  ,2.228605617637e-02  ,-2.348469183774e-01  
  5.177996848167e-05  ,3.559934963340e-02  ,-1.830492011505e-01  
  5.254481528343e-05  ,5.089628566855e-02  ,-1.354127768252e-01  
  5.313027594627e-05  ,6.260549892539e-02  ,-1.346714251440e-01  
  5.375388358177e-05  ,7.507765163535e-02  ,-1.671626656046e-01  
  5.441916678489e-05  ,8.838331569785e-02  ,-2.165140494556e-01  
  5.518258307518e-05  ,1.036516415035e-01  ,-2.616605802752e-01  
  5.576327536644e-05  ,1.152654873287e-01  ,-2.623109683132e-01  
  5.638688300193e-05  ,1.277376400387e-01  ,-2.313718681847e-01  
  5.705474112571e-05  ,1.410948025143e-01  ,-1.841893363365e-01  
  5.781977866233e-05  ,1.563955532467e-01  ,-1.411844342220e-01  
  5.840333197654e-05  ,1.680666195309e-01  ,-1.407608075782e-01  
  5.902617667259e-05  ,1.805235134518e-01  ,-1.704125379216e-01  
  5.969317648948e-05  ,1.938635097896e-01  ,-2.153510799285e-01  
  6.045659277977e-05  ,2.091318355953e-01  ,-2.561335925496e-01  
  6.103833411277e-05  ,2.207666622555e-01  ,-2.564711418976e-01  
  6.166032050193e-05  ,2.332063900387e-01  ,-2.282235646871e-01  
  6.232922766746e-05  ,2.465845333492e-01  ,-1.852881863987e-01  
  6.309426520408e-05  ,2.618852840816e-01  ,-1.464529233031e-01  
  6.367715094627e-05  ,2.735429989254e-01  ,-1.462916261892e-01  
  6.429875586570e-05  ,2.859750973141e-01  ,-1.733422893610e-01  
  6.496709082664e-05  ,2.993417965328e-01  ,-2.142468051233e-01  
  6.573041174949e-05  ,3.146082149898e-01  ,-2.510954542221e-01  
  6.631310675682e-05  ,3.262621151363e-01  ,-2.511876580361e-01  
  6.693413947166e-05  ,3.386827694332e-01  ,-2.253778837164e-01  
  6.760457251609e-05  ,3.520914303219e-01  ,-1.862868243621e-01  
  6.836970542015e-05  ,3.673940884029e-01  ,-1.512371475080e-01  
  6.895354483665e-05  ,3.790708767330e-01  ,-1.513456272264e-01  
  6.957486365379e-05  ,3.914972530758e-01  ,-1.761366189823e-01  
  7.024567816795e-05  ,4.049135433590e-01  ,-2.134209674976e-01  
  7.100899909080e-05  ,4.201799618160e-01  ,-2.465777966638e-01  
  7.159274313987e-05  ,4.318548427975e-01  ,-2.463227815182e-01  
  7.221291754783e-05  ,4.442583309566e-01  ,-2.226144325695e-01  
  7.288678381980e-05  ,4.577356563961e-01  ,-1.869381432030e-01  
  7.365201209129e-05  ,4.730402218258e-01  ,-1.555029936245e-01  
  7.423680518211e-05  ,4.847360836422e-01  ,-1.560290927785e-01  
  7.486394141258e-05  ,4.972788082516e-01  ,-1.791963037547e-01  
  7.554543707908e-05  ,5.109087215816e-01  ,-2.134898831510e-01  
  7.630942557396e-05  ,5.261884914791e-01  ,-2.427295205651e-01  
  7.689421866478e-05  ,5.378843532955e-01  ,-2.415790431420e-01  
  7.753012869896e-05  ,5.506025539791e-01  ,-2.185561794577e-01  
  7.823117468895e-05  ,5.646234737789e-01  ,-1.851922829443e-01  
  7.899878714622e-05  ,5.799757229244e-01  ,-1.587187333211e-01  
  7.958405707420e-05  ,5.916811214840e-01  ,-1.612947478311e-01  
  8.022273276390e-05  ,6.044546352779e-01  ,-1.845551334953e-01  
  8.094723914207e-05  ,6.189447628414e-01  ,-2.170142315809e-01  
  8.173239920677e-05  ,6.346479641354e-01  ,-2.401126863534e-01  
  8.231938574852e-05  ,6.463876949703e-01  ,-2.351268226195e-01  
  8.295491431297e-05  ,6.590982662594e-01  ,-2.112154111946e-01  
  8.372586463035e-05  ,6.745172726070e-01  ,-1.793553259793e-01  
  8.455908988060e-05  ,6.911817776119e-01  ,-1.614178694055e-01  
  8.517764304222e-05  ,7.035528408443e-01  ,-1.712734931598e-01  
  8.586581442894e-05  ,7.173162685787e-01  ,-1.993158048346e-01  
  8.681414816917e-05  ,7.362829433834e-01  ,-2.333282843065e-01  
  8.751214240135e-05  ,7.502428280270e-01  ,-2.342036963921e-01  
  8.821366522850e-05  ,7.642732845699e-01  ,-2.143069343310e-01  
  8.893311713279e-05  ,7.786623226559e-01  ,-1.870984569448e-01  
  8.969500754417e-05  ,7.939001308834e-01  ,-1.665549146769e-01  
  9.028638098777e-05  ,8.057275997555e-01  ,-1.692571035530e-01  
  9.099057410301e-05  ,8.198114620602e-01  ,-1.908631340914e-01  
  9.184725974144e-05  ,8.369451748287e-01  ,-2.231181024419e-01  
  9.264653418602e-05  ,8.529306637203e-01  ,-2.330771605761e-01  
  9.325478766502e-05  ,8.650957333004e-01  ,-2.215491084116e-01  
  9.395516608299e-05  ,8.791033016598e-01  ,-1.952029362817e-01  
  9.493268225730e-05  ,8.986536251461e-01  ,-1.687389797409e-01  
  9.558251593650e-05  ,9.116502987301e-01  ,-1.718534854906e-01  
  9.631388876976e-05  ,9.262777553951e-01  ,-1.929347052289e-01  
  9.710820410789e-05  ,9.421640621578e-01  ,-2.176092352561e-01  
  9.796021674217e-05  ,9.592043148434e-01  ,-2.298537472736e-01  
  9.860480521263e-05  ,9.720960842525e-01  ,-2.202076519935e-01  
  9.931758139671e-05  ,9.863516079342e-01  ,-1.967828936112e-01  
  1.000000010120e-04  ,1.000000000000e+00  ,-1.763314278293e-01  
  1.000000011108e-04  ,1.000000000000e+00  ,-1.763314003084e-01  
  1.000000013084e-04  ,1.000000000000e+00  ,-1.763313960199e-01  
  1.000000017036e-04  ,1.000000000000e+00  ,-1.763313874428e-01  
  1.000000020120e-04  ,9.999999997600e-01  ,-1.763313807506e-01  
  1.000000020910e-04  ,9.999999981791e-01  ,-1.763313790352e-01  
  1.000000022491e-04  ,9.999999950173e-01  ,-1.763313756043e-01  
  1.000000025653e-04  ,9.999999886935e-01  ,-1.763313687424e-01  
  1.000000031977e-04  ,9.999999760461e-01  ,-1.763313550187e-01  
  1.000000044624e-04  ,9.999999507512e-01  ,-1.763313275714e-01  
  1.000000069919e-04  ,9.999999001615e-01  ,-1.763312726773e-01  
  1.000000120509e-04  ,9.999997989820e-01  ,-1.763311628909e-01  
  1.000000221688e-04  ,9.999995966231e-01  ,-1.763309433246e-01  
  1.000000424047e-04  ,9.999991919052e-01  ,-1.763305042183e-01  
  1.000000828765e-04  ,9.999983824695e-01  ,-1.763296260638e-01  
  1.000001638201e-04  ,9.999967635980e-01  ,-1.763278701024e-01  
  1.000003257072e-04  ,9.999935258551e-01  ,-1.763243604465e-01  
  1.000006494815e-04  ,9.999870503693e-01  ,-1.763173468708e-01  
  1.000012970301e-04  ,9.999740993975e-01  ,-1.763033350369e-01  
  1.000025921273e-04  ,9.999481974541e-01  ,-1.762753361826e-01  
  1.000051823216e-04  ,9.998963935672e-01  ,-1.762193582552e-01  
  1.000103627103e-04  ,9.997927857934e-01  ,-1.761066821974e-01  
  1.000207234877e-04  ,9.995855702459e-01  ,-1.758728549063e-01  
  1.000414450425e-04  ,9.991711391507e-01  ,-1.753345488811e-01  
  1.000828881520e-04  ,9.983422769605e-01  ,-1.737761803931e-01  
  1.001603145855e-04  ,9.967937482892e-01  ,-1.684566367956e-01  
  1.002706785458e-04  ,9.945864690839e-01  ,-1.546093191712e-01  
  1.004722852963e-04  ,9.905543340741e-01  ,-1.104481834361e-01  
  1.008471746701e-04  ,9.830565465985e-01  ,2.379210299961e-02  
  1.014581938046e-04  ,9.708361639081e-01  ,3.030278170128e-01  
  1.021381635922e-04  ,9.572367681562e-01  ,5.365568237529e-01  
  1.027091284054e-04  ,9.458174718915e-01  ,5.567561491579e-01  
  1.033101339596e-04  ,9.337973608075e-01  ,4.043934277239e-01  
  1.039841909665e-04  ,9.203162206708e-01  ,1.388908127853e-01  
  1.045872946042e-04  ,9.082541479169e-01  ,-5.971705143393e-02  
  1.051462431210e-04  ,8.970751775800e-01  ,-1.435016853923e-01  
  1.057839651364e-04  ,8.843207372724e-01  ,-5.151839735795e-02  
  1.063765783566e-04  ,8.724684728681e-01  ,1.700430305802e-01  
  1.071180601376e-04  ,8.576388372480e-01  ,4.232200341639e-01  
  1.078815717953e-04  ,8.423686040937e-01  ,5.281763732882e-01  
  1.085172910946e-04  ,8.296542181073e-01  ,4.186379227118e-01  
  1.091918249386e-04  ,8.161635412274e-01  ,1.700929253914e-01  
  1.097005148190e-04  ,8.059897436200e-01  ,-9.268240305539e-04  
  1.102650900143e-04  ,7.946982397138e-01  ,-9.897610590645e-02  
  1.107826490658e-04  ,7.843470586835e-01  ,-7.664953675338e-02  
  1.114344854611e-04  ,7.713103307782e-01  ,8.966871099358e-02  
  1.120819349545e-04  ,7.583613409101e-01  ,3.277192904903e-01  
  1.128421087521e-04  ,7.431578649579e-01  ,4.811430149257e-01  
  1.134324331540e-04  ,7.313513769208e-01  ,4.615391863009e-01  
  1.140487928647e-04  ,7.190241827069e-01  ,3.149337807232e-01  
  1.147450704831e-04  ,7.050986303388e-01  ,1.026052572962e-01  
  1.153441686886e-04  ,6.931166662274e-01  ,-2.730885639848e-02  
  1.159050245541e-04  ,6.818995489179e-01  ,-5.862218319988e-02  
  1.164568205136e-04  ,6.708636297284e-01  ,3.382261597280e-02  
  1.171033163327e-04  ,6.579337133466e-01  ,2.329530066840e-01  
  1.178949613827e-04  ,6.421008123456e-01  ,4.325574962118e-01  
  1.185150404232e-04  ,6.296992315351e-01  ,4.482820095801e-01  
  1.191658277768e-04  ,6.166834844648e-01  ,3.295994175781e-01  
  1.198255796689e-04  ,6.034884466230e-01  ,1.477330463879e-01  
  1.204776067990e-04  ,5.904479040204e-01  ,7.538886293558e-03  
  1.210132856625e-04  ,5.797343267499e-01  ,-2.857185091275e-02  
  1.215120573300e-04  ,5.697588934003e-01  ,1.618433964191e-02  
  1.221581716794e-04  ,5.568366064130e-01  ,1.586704982664e-01  
  1.228353758114e-04  ,5.432925237714e-01  ,3.380791822586e-01  
  1.236429472226e-04  ,5.271410955487e-01  ,4.183189099885e-01  
  1.243171949643e-04  ,5.136561407148e-01  ,3.569657192208e-01  
  1.250217695492e-04  ,4.995646490155e-01  ,1.981779107329e-01  
  1.256925840634e-04  ,4.861483587323e-01  ,6.180112838683e-02  
  1.262594480771e-04  ,4.748110784589e-01  ,9.806502657916e-03  
  1.268274564999e-04  ,4.634509100019e-01  ,3.694666817260e-02  
  1.274718542355e-04  ,4.505629552900e-01  ,1.613920059314e-01  
  1.281886358517e-04  ,4.362273229657e-01  ,3.215074425209e-01  
  1.290383596676e-04  ,4.192328466474e-01  ,3.852154733800e-01  
  1.298815984982e-04  ,4.023680700360e-01  ,2.933998925845e-01  
  1.305916090268e-04  ,3.881678594648e-01  ,1.573070940544e-01  
  1.313672323483e-04  ,3.726553930341e-01  ,3.472296497114e-02  
  1.318086881894e-04  ,3.638262762128e-01  ,2.710823443312e-02  
  1.322466154355e-04  ,3.550677312909e-01  ,6.767896010551e-02  
  1.328432340878e-04  ,3.431353582441e-01  ,1.738126183503e-01  
  1.335231085080e-04  ,3.295378698407e-01  ,3.106839658701e-01  
  1.342563886898e-04  ,3.148722662030e-01  ,3.677367682307e-01  
  1.349637289303e-04  ,3.007254613935e-01  ,3.203579845908e-01  
  1.356248159665e-04  ,2.875037206708e-01  ,2.051108927097e-01  
  1.363631506222e-04  ,2.727370275556e-01  ,9.061554120338e-02  
  1.370735426205e-04  ,2.585291875898e-01  ,5.379965202889e-02  
  1.378019590634e-04  ,2.439608587323e-01  ,1.084404139914e-01  
  1.384988088864e-04  ,2.300238622724e-01  ,2.133775701287e-01  
  1.392495413083e-04  ,2.150092138349e-01  ,3.206235174768e-01  
  1.398624677914e-04  ,2.027506841718e-01  ,3.366403422711e-01  
  1.406806249875e-04  ,1.863875402509e-01  ,2.578546648659e-01  
  1.414332647580e-04  ,1.713347448407e-01  ,1.511208684735e-01  
  1.422253866452e-04  ,1.554923070966e-01  ,7.092822995432e-02  
  1.428479452389e-04  ,1.430411352216e-01  ,8.548954343100e-02  
  1.434816618222e-04  ,1.303668035566e-01  ,1.619428520006e-01  
  1.442316313046e-04  ,1.153674139081e-01  ,2.635057823637e-01  
  1.450483579892e-04  ,9.903288021671e-02  ,3.250336522902e-01  
  1.456512708920e-04  ,8.697462216007e-02  ,2.980635326357e-01  
  1.463273306149e-04  ,7.345342770206e-02  ,2.114369016607e-01  
  1.472630758542e-04  ,5.473852291690e-02  ,9.689989738635e-02  
  1.479734678524e-04  ,4.053068295108e-02  ,8.670270185861e-02  
  1.487077017086e-04  ,2.584600582706e-02  ,1.492588431980e-01  
  1.494022627133e-04  ,1.195478573429e-02  ,2.348609205924e-01  
  1.501711149472e-04  ,-3.422258943448e-03  ,3.067531389407e-01  
  1.507535238522e-04  ,-1.507043704403e-02  ,3.026650757124e-01  
  1.513676901120e-04  ,-2.735376223935e-02  ,2.469477048216e-01  
  1.520542402523e-04  ,-4.108476504696e-02  ,1.650925185660e-01  
  1.528181333798e-04  ,-5.636262759579e-02  ,9.791552661942e-02  
  1.534511823910e-04  ,-6.902360782040e-02  ,1.047003988643e-01  
  1.540397901791e-04  ,-8.079576358212e-02  ,1.581798781336e-01  
  1.547180433529e-04  ,-9.436082705868e-02  ,2.356228767336e-01  
  1.554785032528e-04  ,-1.095700250567e-01  ,2.977801286951e-01  
  1.560461302060e-04  ,-1.209225641192e-01  ,2.925438648884e-01  
  1.566383619564e-04  ,-1.327671991290e-01  ,2.431460246205e-01  
  1.573180456418e-04  ,-1.463608728351e-01  ,1.691290012785e-01  
  1.580806989926e-04  ,-1.616139398517e-01  ,1.074692428529e-01  
  1.587005872982e-04  ,-1.740117059649e-01  ,1.124100358113e-01  
  1.592915792721e-04  ,-1.858315454425e-01  ,1.601929914707e-01  
  1.599649687069e-04  ,-1.992993341388e-01  ,2.302339194809e-01  
  1.607262869137e-04  ,-2.145256982745e-01  ,2.883606776126e-01  
  1.612962026852e-04  ,-2.259240137042e-01  ,2.849224313457e-01  
  1.618941564816e-04  ,-2.378830896319e-01  ,2.405163482605e-01  
  1.625686903256e-04  ,-2.513737665118e-01  ,1.736781634163e-01  
  1.633313436764e-04  ,-2.666268335284e-01  ,1.163887332023e-01  
  1.639408369320e-04  ,-2.788166986407e-01  ,1.192899874963e-01  
  1.645389814633e-04  ,-2.907795892657e-01  ,1.620103143623e-01  
  1.652079839962e-04  ,-3.041596399249e-01  ,2.253116819143e-01  
  1.659704466122e-04  ,-3.194088922442e-01  ,2.797346346035e-01  
  1.665432234066e-04  ,-3.308644281329e-01  ,2.779187775277e-01  
  1.671480436581e-04  ,-3.429608331622e-01  ,2.380192124322e-01  
  1.678179998654e-04  ,-3.563599573077e-01  ,1.776648416230e-01  
  1.685807485836e-04  ,-3.716149316729e-01  ,1.244948071098e-01  
  1.691804189938e-04  ,-3.836083398761e-01  ,1.257439231479e-01  
  1.697862882870e-04  ,-3.957257257403e-01  ,1.639379180034e-01  
  1.704521436947e-04  ,-4.090428338946e-01  ,2.211841342939e-01  
  1.712155599850e-04  ,-4.243111597003e-01  ,2.719315050615e-01  
  1.717914839047e-04  ,-4.358296380938e-01  ,2.713697831664e-01  
  1.724031706112e-04  ,-4.480633722247e-01  ,2.354607622151e-01  
  1.730696935910e-04  ,-4.613938318194e-01  ,1.809096489202e-01  
  1.738326330441e-04  ,-4.766526208819e-01  ,1.317751843379e-01  
  1.744229574460e-04  ,-4.884591089190e-01  ,1.318618052589e-01  
  1.750364561337e-04  ,-5.007290826739e-01  ,1.660980121772e-01  
  1.757011671322e-04  ,-5.140233026446e-01  ,2.179679466280e-01  
  1.764653463620e-04  ,-5.293068872393e-01  ,2.649631170986e-01  
  1.770442266720e-04  ,-5.408844934405e-01  ,2.652065405690e-01  
  1.776620168942e-04  ,-5.532402978839e-01  ,2.327637619017e-01  
  1.783269186276e-04  ,-5.665383325518e-01  ,1.833518099744e-01  
  1.790899534481e-04  ,-5.817990289630e-01  ,1.382460257387e-01  
  1.796726484555e-04  ,-5.934529291095e-01  ,1.376955505398e-01  
  1.802940626400e-04  ,-6.058812128009e-01  ,1.686486317472e-01  
  1.809608717221e-04  ,-6.192173944415e-01  ,2.158320309274e-01  
  1.817258138913e-04  ,-6.345162378253e-01  ,2.588725222661e-01  
  1.823074598568e-04  ,-6.461491571368e-01  ,2.593333351992e-01  
  1.829304952877e-04  ,-6.586098657550e-01  ,2.297026084111e-01  
  1.835973997372e-04  ,-6.719479547442e-01  ,1.847278327382e-01  
  1.843607206601e-04  ,-6.872143732013e-01  ,1.438416990454e-01  
  1.849432249325e-04  ,-6.988644586505e-01  ,1.434489199569e-01  
  1.855656881588e-04  ,-7.113137231768e-01  ,1.717180466074e-01  
  1.862344999569e-04  ,-7.246899591388e-01  ,2.146885633485e-01  
  1.869997282284e-04  ,-7.399945245685e-01  ,2.535908415346e-01  
  1.875826139706e-04  ,-7.516522394122e-01  ,2.537684548857e-01  
  1.882045049923e-04  ,-7.640900598468e-01  ,2.266892965360e-01  
  1.888726492184e-04  ,-7.774529443683e-01  ,1.857547213020e-01  
  1.896358747738e-04  ,-7.927174554767e-01  ,1.488590418340e-01  
  1.902185697812e-04  ,-8.043713556231e-01  ,1.487503328304e-01  
  1.908396024960e-04  ,-8.167920099200e-01  ,1.745726944258e-01  
  1.915099401730e-04  ,-8.301987634601e-01  ,2.136980472603e-01  
  1.922751684445e-04  ,-8.455033288897e-01  ,2.488027671869e-01  
  1.928591032284e-04  ,-8.571820245685e-01  ,2.487068781618e-01  
  1.934805174130e-04  ,-8.696103082599e-01  ,2.238960365426e-01  
  1.941510458249e-04  ,-8.830208764972e-01  ,1.865876421178e-01  
  1.949141760128e-04  ,-8.982834802569e-01  ,1.533844501381e-01  
  1.954979200619e-04  ,-9.099583612384e-01  ,1.536163330845e-01  
  1.961180944699e-04  ,-9.223618493976e-01  ,1.773293691119e-01  
  1.967918653744e-04  ,-9.358372674884e-01  ,2.130367342332e-01  
  1.975572843808e-04  ,-9.511456476153e-01  ,2.445312311945e-01  
  1.981421728390e-04  ,-9.628434167804e-01  ,2.440209181067e-01  
  1.987692137021e-04  ,-9.753842340411e-01  ,2.208483270093e-01  
  1.994501371640e-04  ,-9.890027032794e-01  ,1.865429269094e-01  
  2.000000020120e-04  ,-9.999999797600e-01  ,1.619055864074e-01  
  2.000171949718e-04  ,-9.996561205643e-01  ,1.613186182484e-01  
  2.000515808914e-04  ,-9.989684021729e-01  ,1.599732241662e-01  
  2.001203527305e-04  ,-9.975929653900e-01  ,1.559658058693e-01  
  2.002442827079e-04  ,-9.951143658417e-01  ,1.422697783735e-01  
  2.003916253898e-04  ,-9.921675122040e-01  ,1.143234167233e-01  
  2.006863107536e-04  ,-9.862738049286e-01  ,2.526179366387e-02  
  2.012756814811e-04  ,-9.744863903778e-01  ,-2.243659990428e-01  
  2.018768777702e-04  ,-9.624624645966e-01  ,-4.636540877547e-01  
  2.025351037834e-04  ,-9.492979443329e-01  ,-5.514677542473e-01  
  2.032974710319e-04  ,-9.340505993622e-01  ,-4.053677524533e-01  
  2.040582170341e-04  ,-9.188356793183e-01  ,-9.308279305337e-02  
  2.045666208122e-04  ,-9.086676037567e-01  ,6.900563569004e-02  
  2.050569047782e-04  ,-8.988619244354e-01  ,1.423966197167e-01  
  2.056349267814e-04  ,-8.873014843720e-01  ,7.108565250740e-02  
  2.061911096427e-04  ,-8.761778271454e-01  ,-1.264014706408e-01  
  2.069374551627e-04  ,-8.612509167450e-01  ,-3.930815796961e-01  
  2.076670160148e-04  ,-8.466596997040e-01  ,-5.313310778993e-01  
  2.082550515983e-04  ,-8.348989880341e-01  ,-4.632808219512e-01  
  2.089007844779e-04  ,-8.219843304413e-01  ,-2.444380411462e-01  
