  Time                 , V(R2:1)              , V(R1:2)              
  4.178003055096e-03  ,-2.285256776831e+00  ,-9.822512634161e-01  
  4.190503055096e-03  ,-1.323201321272e+00  ,-5.619246033254e-01  
  4.203003055096e-03  ,-1.086334587289e+00  ,1.875698683623e-01  
  4.215503055096e-03  ,-1.713447314089e+00  ,8.271884550558e-01  
  4.228003055096e-03  ,-2.837148648888e+00  ,9.822512634161e-01  
  4.240503055096e-03  ,-3.799226230910e+00  ,5.619246033253e-01  
  4.253003055096e-03  ,-4.036069099694e+00  ,-1.875698683624e-01  
  4.265503055096e-03  ,-3.408979731589e+00  ,-8.271884550559e-01  
  4.278003055096e-03  ,-2.285257096735e+00  ,-9.822512634161e-01  
  4.290503055096e-03  ,-1.323201699714e+00  ,-5.619246033252e-01  
  4.303003055096e-03  ,-1.086334905877e+00  ,1.875698683624e-01  
  4.315503055096e-03  ,-1.713447693830e+00  ,8.271884550559e-01  
  4.328003055096e-03  ,-2.837148966177e+00  ,9.822512634161e-01  
  4.340503055096e-03  ,-3.799226611930e+00  ,5.619246033252e-01  
  4.353003055096e-03  ,-4.036069415144e+00  ,-1.875698683625e-01  
  4.365503055096e-03  ,-3.408980113665e+00  ,-8.271884550560e-01  
  4.378003055096e-03  ,-2.285257411074e+00  ,-9.822512634161e-01  
  4.390503055096e-03  ,-1.323202083010e+00  ,-5.619246033251e-01  
  4.403003055096e-03  ,-1.086335218979e+00  ,1.875698683626e-01  
  4.415503055096e-03  ,-1.713448078344e+00  ,8.271884550560e-01  
  4.428003055096e-03  ,-2.837149278062e+00  ,9.822512634160e-01  
  4.440503055096e-03  ,-3.799226997637e+00  ,5.619246033250e-01  
  4.453003055096e-03  ,-4.036069725283e+00  ,-1.875698683627e-01  
  4.465503055096e-03  ,-3.408980500344e+00  ,-8.271884550561e-01  
  4.478003055096e-03  ,-2.285257720189e+00  ,-9.822512634160e-01  
  4.490503055096e-03  ,-1.323202470819e+00  ,-5.619246033249e-01  
  4.503003055096e-03  ,-1.086335526949e+00  ,1.875698683628e-01  
  4.515503055096e-03  ,-1.713448467278e+00  ,8.271884550561e-01  
  4.528003055096e-03  ,-2.837149584908e+00  ,9.822512634160e-01  
  4.540503055096e-03  ,-3.799227387670e+00  ,5.619246033249e-01  
  4.553003055096e-03  ,-4.036070030487e+00  ,-1.875698683629e-01  
  4.565503055096e-03  ,-3.408980891252e+00  ,-8.271884550562e-01  
  4.578003055096e-03  ,-2.285258024465e+00  ,-9.822512634160e-01  
  4.590503055096e-03  ,-1.323202862758e+00  ,-5.619246033248e-01  
  4.603003055096e-03  ,-1.086335830180e+00  ,1.875698683630e-01  
  4.615503055096e-03  ,-1.713448860241e+00  ,8.271884550562e-01  
  4.628003055096e-03  ,-2.837149887119e+00  ,9.822512634160e-01  
  4.640503055096e-03  ,-3.799227781628e+00  ,5.619246033247e-01  
  4.653003055096e-03  ,-4.036070331163e+00  ,-1.875698683631e-01  
  4.665503055096e-03  ,-3.408981285984e+00  ,-8.271884550563e-01  
  4.678003055096e-03  ,-2.285258324318e+00  ,-9.822512634160e-01  
  4.690503055096e-03  ,-1.323203258414e+00  ,-5.619246033246e-01  
  4.703003055096e-03  ,-1.086336129096e+00  ,1.875698683632e-01  
  4.715503055096e-03  ,-1.713449256813e+00  ,8.271884550563e-01  
  4.728003055096e-03  ,-2.837150185121e+00  ,9.822512634159e-01  
  4.740503055096e-03  ,-3.799228179087e+00  ,5.619246033246e-01  
  4.753003055096e-03  ,-4.036070627745e+00  ,-1.875698683632e-01  
  4.765503055096e-03  ,-3.408981684110e+00  ,-8.271884550564e-01  
  4.778003055096e-03  ,-2.285258620185e+00  ,-9.822512634159e-01  
  4.790503055096e-03  ,-1.323203657354e+00  ,-5.619246033245e-01  
  4.803003055096e-03  ,-1.086336424135e+00  ,1.875698683633e-01  
  4.815503055096e-03  ,-1.713449656559e+00  ,8.271884550564e-01  
  4.828003055096e-03  ,-2.837150479358e+00  ,9.822512634159e-01  
  4.840503055096e-03  ,-3.799228579610e+00  ,5.619246033244e-01  
  4.853003055096e-03  ,-4.036070920676e+00  ,-1.875698683634e-01  
  4.865503055096e-03  ,-3.408982085190e+00  ,-8.271884550565e-01  
  4.878003055096e-03  ,-2.285258912509e+00  ,-9.822512634159e-01  
  4.890503055096e-03  ,-1.323204059139e+00  ,-5.619246033243e-01  
  4.903003055096e-03  ,-1.086336715744e+00  ,1.875698683635e-01  
  4.915503055096e-03  ,-1.713450059040e+00  ,8.271884550566e-01  
  4.928003055096e-03  ,-2.837150770274e+00  ,9.822512634159e-01  
  4.940503055096e-03  ,-3.799228982756e+00  ,5.619246033243e-01  
  4.953003055096e-03  ,-4.036071210401e+00  ,-1.875698683636e-01  
  4.965503055096e-03  ,-3.408982488785e+00  ,-8.271884550566e-01  
  4.978003055096e-03  ,-2.285259201737e+00  ,-9.822512634159e-01  
  4.990503055096e-03  ,-1.323204463328e+00  ,-5.619246033242e-01  
  5.003003055096e-03  ,-1.086337004364e+00  ,1.875698683637e-01  
  5.015503055096e-03  ,-1.713450463816e+00  ,8.271884550566e-01  
  5.028003055096e-03  ,-2.837151058311e+00  ,9.822512634158e-01  
  5.040503055096e-03  ,-3.799229388090e+00  ,5.619246033241e-01  
  5.053003055096e-03  ,-4.036071497358e+00  ,-1.875698683638e-01  
  5.065503055096e-03  ,-3.408982894462e+00  ,-8.271884550567e-01  
  5.078003055096e-03  ,-2.285259488303e+00  ,-9.822512634158e-01  
  5.090503055096e-03  ,-1.323204869493e+00  ,-5.619246033240e-01  
  5.103003055096e-03  ,-1.086337290429e+00  ,1.875698683639e-01  
  5.115503055096e-03  ,-1.713450870462e+00  ,8.271884550568e-01  
  5.128003055096e-03  ,-2.837151343896e+00  ,9.822512634158e-01  
  5.140503055096e-03  ,-3.799229795189e+00  ,5.619246033239e-01  
  5.153003055096e-03  ,-4.036071781971e+00  ,-1.875698683639e-01  
  5.165503055096e-03  ,-3.408983301802e+00  ,-8.271884550568e-01  
  5.178003055096e-03  ,-2.285259772626e+00  ,-9.822512634158e-01  
  5.190503055096e-03  ,-1.323205277219e+00  ,-5.619246033239e-01  
  5.203003055096e-03  ,-1.086337574353e+00  ,1.875698683640e-01  
  5.215503055096e-03  ,-1.713451278567e+00  ,8.271884550568e-01  
  5.228003055096e-03  ,-2.837151627442e+00  ,9.822512634158e-01  
  5.240503055096e-03  ,-3.799230203648e+00  ,5.619246033238e-01  
  5.253003055096e-03  ,-4.036072064645e+00  ,-1.875698683641e-01  
  5.265503055096e-03  ,-3.408983710405e+00  ,-8.271884550569e-01  
  5.278003055096e-03  ,-2.285260055108e+00  ,-9.822512634158e-01  
  5.290503055096e-03  ,-1.323205686111e+00  ,-5.619246033237e-01  
  5.303003055096e-03  ,-1.086337856531e+00  ,1.875698683642e-01  
  5.315503055096e-03  ,-1.713451687745e+00  ,8.271884550570e-01  
  5.328003055096e-03  ,-2.837151909336e+00  ,9.822512634157e-01  
  5.340503055096e-03  ,-3.799230613085e+00  ,5.619246033236e-01  
  5.353003055096e-03  ,-4.036072345761e+00  ,-1.875698683643e-01  
  5.365503055096e-03  ,-3.408984119892e+00  ,-8.271884550570e-01  
  5.378003055096e-03  ,-2.285260336127e+00  ,-9.822512634157e-01  
  5.390503055096e-03  ,-1.323206095792e+00  ,-5.619246033236e-01  
  5.403003055096e-03  ,-1.086338137342e+00  ,1.875698683644e-01  
  5.415503055096e-03  ,-1.713452097617e+00  ,8.271884550570e-01  
  5.428003055096e-03  ,-2.837152189955e+00  ,9.822512634157e-01  
  5.440503055096e-03  ,-3.799231023126e+00  ,5.619246033235e-01  
  5.453003055096e-03  ,-4.036072625695e+00  ,-1.875698683645e-01  
  5.465503055096e-03  ,-3.408984529900e+00  ,-8.271884550571e-01  
  5.478003055096e-03  ,-2.285260616042e+00  ,-9.822512634157e-01  
  5.490503055096e-03  ,-1.323206505917e+00  ,-5.619246033234e-01  
  5.503003055096e-03  ,-1.086338417123e+00  ,1.875698683646e-01  
  5.515503055096e-03  ,-1.713452507860e+00  ,8.271884550572e-01  
  5.528003055096e-03  ,-2.837152469618e+00  ,9.822512634157e-01  
  5.540503055096e-03  ,-3.799231433465e+00  ,5.619246033233e-01  
  5.553003055096e-03  ,-4.036072904746e+00  ,-1.875698683647e-01  
  5.565503055096e-03  ,-3.408984940132e+00  ,-8.271884550572e-01  
  5.578003055096e-03  ,-2.285260895148e+00  ,-9.822512634156e-01  
  5.590503055096e-03  ,-1.323206916192e+00  ,-5.619246033233e-01  
  5.603003055096e-03  ,-1.086338696169e+00  ,1.875698683647e-01  
  5.615503055096e-03  ,-1.713452918180e+00  ,8.271884550572e-01  
  5.628003055096e-03  ,-2.837152748618e+00  ,9.822512634156e-01  
  5.640503055096e-03  ,-3.799231843810e+00  ,5.619246033232e-01  
  5.653003055096e-03  ,-4.036073183203e+00  ,-1.875698683648e-01  
  5.665503055096e-03  ,-3.408985350303e+00  ,-8.271884550573e-01  
  5.678003055096e-03  ,-2.285261173727e+00  ,-9.822512634156e-01  
  5.690503055096e-03  ,-1.323207326340e+00  ,-5.619246033231e-01  
  5.703003055096e-03  ,-1.086338974754e+00  ,1.875698683649e-01  
  5.715503055096e-03  ,-1.713453328308e+00  ,8.271884550574e-01  
  5.728003055096e-03  ,-2.837153027219e+00  ,9.822512634156e-01  
  5.740503055096e-03  ,-3.799232253902e+00  ,5.619246033231e-01  
  5.753003055096e-03  ,-4.036073461322e+00  ,-1.875698683650e-01  
  5.765503055096e-03  ,-3.408985760161e+00  ,-8.271884550574e-01  
  5.778003055096e-03  ,-2.285261452027e+00  ,-9.822512634156e-01  
  5.790503055096e-03  ,-1.323207736116e+00  ,-5.619246033230e-01  
  5.803003055096e-03  ,-1.086339253116e+00  ,1.875698683651e-01  
  5.815503055096e-03  ,-1.713453738010e+00  ,8.271884550574e-01  
  5.828003055096e-03  ,-2.837153305652e+00  ,9.822512634156e-01  
  5.840503055096e-03  ,-3.799232663513e+00  ,5.619246033229e-01  
  5.853003055096e-03  ,-4.036073739328e+00  ,-1.875698683652e-01  
  5.865503055096e-03  ,-3.408986169487e+00  ,-8.271884550575e-01  
  5.878003055096e-03  ,-2.285261730264e+00  ,-9.822512634156e-01  
  5.890503055096e-03  ,-1.323208145312e+00  ,-5.619246033228e-01  
  5.903003055096e-03  ,-1.086339531463e+00  ,1.875698683653e-01  
  5.915503055096e-03  ,-1.713454147084e+00  ,8.271884550576e-01  
  5.928003055096e-03  ,-2.837153584116e+00  ,9.822512634155e-01  
  5.940503055096e-03  ,-3.799233072451e+00  ,5.619246033228e-01  
  5.953003055096e-03  ,-4.036074017408e+00  ,-1.875698683654e-01  
  5.965503055096e-03  ,-3.408986578096e+00  ,-8.271884550576e-01  
  5.978003055096e-03  ,-2.285262008618e+00  ,-9.822512634155e-01  
  5.990503055096e-03  ,-1.323208553749e+00  ,-5.619246033227e-01  
  6.000000000000e-03  ,-1.054716571052e+00  ,1.372594784064e-14  
